Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
112	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00233	0.010957173	-99.96063	-100.01981	1130000	-2.2888185e-09	0.00012337673	-0.005062573	-1.01139085e-05	0.2847633	0.015010594	0.053	51.0	8795.217485189438
113	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00077	0.010856763	-99.95498	-100.01707	1140000	-8.201599e-09	0.00011362175	-0.0069591273	-4.77743e-06	0.3072161	0.012803059	0.0745	79.0	8874.269326925278
114	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999214	0.011298768	-99.939026	-100.0162	1150000	-9.155274e-09	0.00011661395	-0.007141882	-4.492482e-06	0.342873	0.0108465785	0.0824	79.0	8951.84641122818
115	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00489	0.009612827	-99.95236	-100.01576	1160000	5.340576e-09	0.000109069166	-0.006169659	-3.2445765e-05	0.18783121	0.005995846	0.0354	79.0	9030.086438655853
116	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00358	0.006903821	-99.969055	-100.00997	1170000	1.8310548e-08	5.5182438e-05	-0.0062060277	-1.4338497e-05	0.08677558	0.005605977	0.0177	79.0	9108.368721961975
117	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.98902	0.011932378	-99.918915	-100.00601	1180000	3.7002565e-08	0.00022342178	-0.0055490336	-9.831424e-05	0.34520417	0.008955798	0.0867	79.0	9185.780092000961
118	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00555	0.008961319	-99.954216	-100.01557	1190000	-1.27792354e-08	0.000109069166	-0.004698079	-3.8721344e-05	0.19998959	0.007071648	0.0372	79.0	9263.523297309875
119	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99902	0.008495456	-99.95442	-100.009514	1200000	9.155274e-09	6.475509e-05	-0.0075608827	-2.9929142e-06	0.21387002	0.007315674	0.0458	79.0	9341.21157836914
120	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.996414	0.009169332	-99.94796	-100.00998	1210000	3.4332275e-09	8.583531e-05	-0.008576023	-1.1285883e-05	0.3139579	0.015137796	0.0901	41.0	9417.841733932495
121	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99686	0.009459193	-99.95432	-100.01267	1220000	-1.1444092e-08	8.8677654e-05	-0.005087836	-1.0886033e-05	0.46945116	0.0125659695	0.0767	79.0	9495.898174762726
122	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99698	0.009008635	-99.95952	-100.014755	1230000	6.866455e-09	8.644298e-05	-0.0054659774	-1.1128854e-05	0.56601906	0.013637505	0.1184	79.0	9573.210494041443
123	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99976	0.008699918	-99.96342	-100.017105	1240000	-2.0599366e-08	7.191202e-05	-0.003928053	-2.667839e-06	0.5448965	0.01514153	0.1312	12.0	9648.673936367035
124	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.998535	0.00897845	-99.96778	-100.016594	1250000	-5.2452087e-09	7.836466e-05	-0.0061534755	-4.5029883e-06	0.53323627	0.011508502	0.051	79.0	9726.15096616745
125	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00081	0.009924233	-99.9692	-100.017395	1260000	-1.2588501e-08	9.399269e-05	-0.0048047747	-5.754395e-06	0.46652153	0.012020961	0.113	79.0	9803.480326652527
126	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99774	0.009316525	-99.96833	-100.01586	1270000	3.0517577e-09	8.401295e-05	-0.004890526	-6.1345927e-06	0.49777383	0.015533856	0.0895	21.0	9878.873715639114
127	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00104	0.009096863	-99.9701	-100.01714	1280000	-4.196167e-09	8.087056e-05	-0.00474905	-5.0541785e-06	0.45451495	0.012090891	0.0828	79.0	9955.85505104065
128	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99924	0.008538318	-99.96481	-100.01538	1290000	-1.6784668e-08	6.950488e-05	-0.006466987	-2.8179638e-06	0.4972391	0.014751774	0.0878	79.0	10033.472611904144
129	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99866	0.008355812	-99.97084	-100.01545	1300000	7.629395e-09	6.684376e-05	-0.0066056927	-3.5226258e-06	0.52092147	0.010955077	0.0786	79.0	10110.829558134079
130	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99904	0.008700228	-99.97038	-100.01619	1310000	-2.4032593e-08	7.247544e-05	-0.0058980836	-4.396832e-06	0.511927	0.0139003005	0.1227	79.0	10188.313953638077
131	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000465	0.008592937	-99.97007	-100.01652	1320000	-2.670288e-09	6.961333e-05	-0.0054265494	-3.8070866e-06	0.48536417	0.010928548	0.0701	79.0	10265.81960439682
132	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99983	0.008307799	-99.97164	-100.0153	1330000	-2.861023e-09	6.500938e-05	-0.0045528454	-2.7501374e-06	0.44881293	0.00875561	0.0627	79.0	10343.485347032547
133	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00141	0.008337914	-99.97231	-100.01496	1340000	1.1062622e-08	6.918338e-05	-0.006106789	-5.2652904e-06	0.33535942	0.015001495	0.0625	36.0	10419.491446018219
134	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.997116	0.008078378	-99.96835	-100.012985	1350000	-2.4795532e-09	6.4752196e-05	-0.004090573	-7.64586e-06	0.49707162	0.015881244	0.0353	19.0	10495.434752941132
135	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.003914	0.008949727	-99.94723	-100.014824	1360000	-1.2016296e-08	9.4247756e-05	-0.00578345	-2.0891937e-05	0.2779164	0.009599239	0.0476	79.0	10572.964562177658
136	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.002594	0.0060825245	-99.98139	-100.010475	1370000	1.1634826e-08	4.2581076e-05	-0.004145517	-8.701027e-06	0.2308781	0.0058390414	0.0483	79.0	10650.492828845978
137	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99787	0.0069547244	-99.96576	-100.00765	1380000	-7.629395e-09	4.3496668e-05	-0.003603805	-5.4266093e-06	0.3598958	0.008068242	0.0759	79.0	10728.177553415298
138	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99824	0.0067698685	-99.9552	-100.00888	1390000	-2.3460387e-08	4.3959837e-05	-0.005116342	-3.43809e-06	0.41063023	0.008356127	0.0436	79.0	10805.693391084671
139	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99715	0.0058714435	-99.97061	-100.00998	1400000	-5.912781e-09	3.9967017e-05	-0.0057661845	-9.078431e-06	0.5358069	0.015289795	0.0965	34.0	10881.761276960373
140	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.0002	0.005168983	-99.97822	-100.01221	1410000	-1.2207031e-08	2.5633726e-05	-0.0033314282	-1.7199109e-06	0.56310755	0.015761701	0.1334	24.0	10957.362995624542
141	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99803	0.0066601494	-99.97761	-100.011406	1420000	7.629395e-09	4.4186716e-05	-0.006956955	-4.520807e-06	0.52802795	0.012898572	0.1319	79.0	11034.911519050598
142	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99898	0.0069617676	-99.98086	-100.01295	1430000	-9.155274e-09	4.6147223e-05	-0.004887908	-3.748406e-06	0.533161	0.012371667	0.1025	79.0	11112.175915956497
143	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99921	0.0066207624	-99.982956	-100.013405	1440000	8.9645384e-09	4.1170246e-05	-0.005418672	-3.4071454e-06	0.49741948	0.011447999	0.1092	79.0	11189.425921678543
144	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999	0.0065871524	-99.98454	-100.013596	1450000	1.3828277e-08	4.1751497e-05	-0.005477405	-3.1701748e-06	0.47058412	0.013446181	0.0624	79.0	11266.62872672081
145	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99979	0.006414345	-99.98616	-100.01406	1460000	-1.926422e-08	3.913905e-05	-0.0038454214	-1.8684259e-06	0.45646894	0.008626527	0.0716	79.0	11343.493980169296
146	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999466	0.00636938	-99.98596	-100.013855	1470000	-1.9216538e-08	3.8686903e-05	-0.003335412	-1.8133651e-06	0.44782016	0.007071502	0.0439	79.0	11420.528610944748
147	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00043	0.007007013	-99.98408	-100.01369	1480000	-1.2016296e-08	4.6680798e-05	-0.00487337	-2.87464e-06	0.38522997	0.015190828	0.0493	68.0	11497.587928771973
148	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00479	0.006243837	-99.98589	-100.012794	1490000	-3.6621095e-08	6.018703e-05	-0.007840306	-2.434802e-05	0.17981544	0.015378591	0.0329	50.0	11574.17209815979
149	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99912	0.0058826157	-99.984085	-100.007744	1500000	-7.4386595e-09	3.1098836e-05	-0.0059030247	-1.3192712e-06	0.26597568	0.015349617	0.0743	33.0	11650.055619001389
150	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.9961	0.0056082956	-99.982185	-100.00828	1510000	-3.33786e-08	4.0534298e-05	-0.0041841664	-1.2697656e-05	0.48528555	0.009330958	0.078	79.0	11727.687860965729
151	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00093	0.0057115573	-99.98723	-100.011475	1520000	-2.3651124e-08	3.1705637e-05	-0.003912487	-2.3952998e-06	0.39333284	0.0066077	0.0534	79.0	11805.291292667389
152	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.997406	0.0059190853	-99.980156	-100.01026	1530000	1.6593933e-08	3.715109e-05	-0.0036609888	-6.004102e-06	0.44462037	0.008264367	0.0689	79.0	11882.739065408707
153	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99967	0.0051599266	-99.98734	-100.0121	1540000	1.0681152e-08	2.455485e-05	-0.0037732117	-8.7904664e-07	0.53236717	0.015503109	0.1	44.0	11959.390471220016
154	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99976	0.0052457266	-99.98807	-100.01193	1550000	-7.6293943e-10	2.5732294e-05	-0.005366901	-1.2104192e-06	0.49154478	0.010235632	0.096	79.0	12036.801214933395
155	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99989	0.005802521	-99.98812	-100.0116	1560000	6.2942505e-09	3.145517e-05	-0.0045161652	-1.5521837e-06	0.4239203	0.012510764	0.1167	79.0	12114.14280962944
156	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.0003	0.0048802327	-99.98754	-100.01129	1570000	-2.4986267e-08	2.2366894e-05	-0.0032171172	-1.4629986e-06	0.4449554	0.0153177045	0.0587	21.0	12189.6009619236
157	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00005	0.004206689	-99.9815	-100.01037	1580000	-8.773804e-09	1.6860333e-05	-0.0050473316	-7.0418173e-07	0.55681133	0.017030405	0.2675	37.0	12265.86120724678
158	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99749	0.005005977	-99.987236	-100.00973	1590000	-8.773804e-09	2.8673088e-05	-0.0051808404	-5.8392525e-06	0.5081239	0.01091599	0.0987	79.0	12343.184943437576
159	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000015	0.0047316467	-99.98973	-100.01168	1600000	5.531311e-09	2.1257449e-05	-0.005893849	-8.1555663e-07	0.4966371	0.01245151	0.1246	79.0	12420.444590806961
160	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00006	0.004169759	-99.98907	-100.01135	1610000	3.8146974e-09	1.6500078e-05	-0.0025022242	-5.5617784e-07	0.47641718	0.004172145	0.0368	79.0	12497.908901691437
161	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99985	0.0043227673	-99.98941	-100.010895	1620000	2.861023e-10	1.7956036e-05	-0.0036023525	-7.7782533e-07	0.49424547	0.008040166	0.067	79.0	12575.567904233932
162	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000175	0.003794143	-99.991196	-100.010864	1630000	3.4332275e-09	1.3957491e-05	-0.0008294297	-1.0001731e-06	0.4573043	0.016889278	0.3114	16.0	12651.242665529251
163	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99827	0.004731983	-99.98883	-100.01017	1640000	2.193451e-09	2.3034216e-05	-0.0038803685	-3.0313895e-06	0.42276752	0.009560465	0.0894	79.0	12728.428050518036
164	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00019	0.004303044	-99.98607	-100.01144	1650000	1.3160705e-08	1.7683637e-05	-0.0030870896	-6.782175e-07	0.4046939	0.0048139254	0.0348	79.0	12805.8918030262
165	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99981	0.0041482914	-99.988815	-100.01094	1660000	-9.155274e-09	1.6471453e-05	-0.003217158	-4.9908886e-07	0.3782181	0.0045128968	0.0191	79.0	12883.399613380432
166	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00003	0.0040459884	-99.99049	-100.01076	1670000	4.196167e-09	1.5392927e-05	-0.0040150434	-6.1805895e-07	0.36923048	0.009419878	0.0848	79.0	12961.076086521149
167	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999565	0.0041489955	-99.99127	-100.010414	1680000	-1.1444092e-08	1.6879789e-05	-0.0038550755	-9.77212e-07	0.37424937	0.01578445	0.0696	41.0	13037.65089917183
168	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99926	0.0044877715	-99.99153	-100.01062	1690000	1.6212464e-08	1.959222e-05	-0.0033181368	-1.1903849e-06	0.36926338	0.01151249	0.0364	79.0	13115.20684504509
169	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99983	0.0044428036	-99.99256	-100.01105	1700000	-8.010864e-09	1.9247102e-05	-0.0041028373	-8.2845327e-07	0.36686864	0.010587136	0.08	79.0	13192.645852088928
170	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999916	0.0043396777	-99.99238	-100.01083	1710000	2.3651124e-08	1.7825196e-05	-0.0030297795	-7.60454e-07	0.36090162	0.009243727	0.0908	79.0	13270.581867218018
171	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00039	0.0041367575	-99.99285	-100.01052	1720000	-3.8146974e-09	1.6613636e-05	-0.003987395	-9.4367715e-07	0.34869063	0.015034647	0.0547	70.0	13348.023149490356
172	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000786	0.0036628223	-99.99205	-100.00982	1730000	-3.8146974e-09	1.3500066e-05	-0.0051389188	-1.4610296e-06	0.328047	0.012554677	0.1	79.0	13425.881530284882
173	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.0	0.0035763178	-99.98945	-100.00875	1740000	1.1730194e-08	1.2124926e-05	-0.0051903008	-4.7820504e-07	0.3415122	0.010831887	0.068	79.0	13503.69705748558
174	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000725	0.00380488	-99.986824	-100.00859	1750000	2.4795532e-09	1.4666045e-05	-0.0057895943	-1.3770641e-06	0.32783875	0.011475438	0.0646	79.0	13581.904224157333
175	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99951	0.00380721	-99.985306	-100.007515	1760000	3.8146974e-09	1.3726686e-05	-0.0054145213	-6.515911e-07	0.34656373	0.015042678	0.0404	38.0	13658.655053853989
176	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99998	0.0035880394	-99.98733	-100.00772	1770000	-6.532669e-09	1.2037866e-05	-0.0061463057	-4.6869718e-07	0.38044208	0.009780813	0.0694	79.0	13736.229464054108
177	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999855	0.003354143	-99.99252	-100.007324	1780000	2.3841857e-09	1.08678505e-05	-0.0036828923	-4.40029e-07	0.35396454	0.007466352	0.0405	79.0	13813.744897603989
178	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999886	0.003392182	-99.98622	-100.00723	1790000	1.1062622e-08	1.0734121e-05	-0.0041877297	-3.913001e-07	0.3595337	0.008388835	0.053	79.0	13891.131443500519
179	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00019	0.00313509	-99.994095	-100.00701	1800000	1.2969971e-08	9.272484e-06	-0.000500325	-9.1353195e-07	0.36147535	0.00063945923	0.0087	79.0	13968.21884393692
180	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000275	0.0027225346	-99.99402	-100.00641	1810000	-6.1035155e-09	7.1460827e-06	-0.0033227236	-6.7962173e-07	0.38852647	0.005208465	0.0391	79.0	14045.582843542099
181	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00003	0.0026485357	-99.98712	-100.00589	1820000	-1.0681152e-08	6.509226e-06	-0.0021629154	-4.9449e-07	0.4125998	0.0151683865	0.0757	27.0	14121.347538948059
182	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999756	0.002609209	-99.99512	-100.00539	1830000	7.534027e-09	6.3099055e-06	-0.0026362115	-4.6470404e-07	0.3956761	0.0069490997	0.0442	79.0	14198.496366739273
183	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00077	0.001801893	-99.99431	-100.00531	1840000	-5.340576e-09	3.7321813e-06	-0.0028519086	-8.2258475e-07	0.37182137	0.006206564	0.0553	79.0	14275.753651380539
184	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99963	0.001934312	-99.992546	-100.00437	1850000	-3.8146974e-09	3.3775407e-06	-0.005717883	-2.0694392e-07	0.3620946	0.01506842	0.0819	56.0	14352.128754854202
185	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99879	0.002998226	-99.984764	-100.00459	1860000	6.055832e-09	8.919227e-06	-0.0053118593	-1.3507388e-06	0.40400535	0.006840696	0.0418	79.0	14429.342580080032
186	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.9999	0.00319377	-99.98745	-100.005554	1870000	9.536743e-09	8.837347e-06	-0.0059890365	-6.458622e-07	0.36869255	0.007874301	0.0481	79.0	14506.887552261353
187	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.001045	0.0018705494	-99.99515	-100.00537	1880000	-1.411438e-08	4.3737787e-06	-0.0030856573	-1.4253924e-06	0.35567266	0.006516135	0.0592	79.0	14583.951135873795
188	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99888	0.0029660745	-99.98711	-100.004265	1890000	-7.772446e-09	8.405254e-06	-0.006342116	-1.1138809e-06	0.39996454	0.008963112	0.0551	79.0	14661.296815395355
189	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00096	0.0015360415	-99.99358	-100.005066	1900000	-1.0871887e-08	3.2300775e-06	-0.0034885022	-1.0549236e-06	0.3513022	0.010380555	0.0735	79.0	14738.39284992218
190	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000015	0.0016801951	-99.9942	-100.004005	1910000	3.4332275e-09	2.6048167e-06	-0.0025760853	-1.00793386e-07	0.37873724	0.0041006417	0.0322	79.0	14815.347981929779
191	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000305	0.0014601935	-99.99435	-100.00387	1920000	-4.1007997e-09	2.1377855e-06	-0.0039797854	-1.7367324e-07	0.37675387	0.010554749	0.0801	79.0	14892.330207824707
192	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.9997	0.0016188057	-99.99493	-100.00344	1930000	-9.155274e-09	2.3604366e-06	-0.003933204	-1.1641555e-07	0.39761725	0.011159569	0.0785	79.0	14969.88777923584
193	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00029	0.0015970529	-99.99232	-100.00359	1940000	1.9073486e-10	2.1928047e-06	-0.0032201253	-2.5049553e-07	0.41992676	0.006160307	0.0363	79.0	15046.92173743248
194	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000145	0.0010616468	-99.99636	-100.0031	1950000	-1.2588501e-08	1.1346299e-06	-0.0044000796	-6.237417e-08	0.4265124	0.009592248	0.087	79.0	15123.947441339493
195	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00006	0.0011117143	-99.99486	-100.00298	1960000	2.4795532e-09	1.1386013e-06	-0.00307904	-4.242611e-08	0.45075235	0.010497255	0.0814	79.0	15201.089708328247
196	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00034	0.0008879135	-99.99783	-100.00279	1970000	-6.866455e-09	9.1927734e-07	-0.0016153656	-1.6708873e-07	0.4737711	0.0049870224	0.0589	79.0	15278.278752326965
197	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99999	0.00093435653	-99.996315	-100.00242	1980000	-1.5258789e-09	8.9462213e-07	-0.002803989	-4.5792035e-08	0.47811016	0.01568126	0.0946	24.0	15353.91603589058
198	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99887	0.0024420398	-99.985916	-100.00241	1990000	-1.7166137e-08	4.6636314e-06	-0.00642846	-8.4554586e-07	0.4408255	0.015106137	0.1067	70.0	15430.836344003677
199	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99955	0.0022960112	-99.9895	-100.00325	2000000	2.4795532e-09	3.7765865e-06	-0.0056173108	-1.9471236e-07	0.4227337	0.010123817	0.0888	79.0	15507.902832984924
200	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99988	0.002000272	-99.98703	-100.003334	2010000	4.9591065e-09	3.4080838e-06	-0.0067480644	-1.1841712e-07	0.39426133	0.010883936	0.1189	79.0	15585.233990430832
201	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00025	0.0013014298	-99.99633	-100.00325	2020000	-8.773804e-09	1.6410535e-06	-0.0031438372	-1.4256239e-07	0.41037974	0.012307942	0.0958	79.0	15662.4327480793
202	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.000435	0.00082291424	-99.99746	-100.00294	2030000	0.0	8.5917196e-07	-0.0018340233	-1.9033746e-07	0.45263758	0.004615811	0.0201	79.0	15739.278227806091
203	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00009	0.00093189004	-99.99677	-100.002495	2040000	-5.340576e-09	7.998755e-07	-0.003992111	-2.8977126e-08	0.4659293	0.01097124	0.0798	79.0	15817.042716741562
204	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00001	0.0006818213	-99.99771	-100.00241	2050000	-3.9100647e-09	4.7959196e-07	-0.00313203	-1.3974301e-08	0.46163917	0.0099503575	0.1613	79.0	15894.575689077377
205	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99943	0.0017781826	-99.98416	-100.00239	2060000	4.386902e-09	2.5245822e-06	-0.00565675	-2.2498853e-07	0.41281465	0.013483805	0.1579	79.0	15972.340435028076
206	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00015	0.0010717384	-99.99535	-100.00271	2070000	-7.247925e-09	1.0871521e-06	-0.0029806339	-6.771063e-08	0.3332153	0.007789197	0.0302	79.0	16049.990061759949
207	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00016	0.00094499096	-99.99641	-100.00254	2080000	3.8146974e-09	8.386002e-07	-0.003270261	-7.168626e-08	0.3834765	0.008692076	0.0585	79.0	16127.634358167648
208	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00035	0.000732406	-99.9982	-100.002304	2090000	1.4686584e-08	6.8699296e-07	-0.0033361947	-1.3991729e-07	0.40838084	0.015010013	0.105	36.0	16204.092748880386
209	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.9997	0.0010431706	-99.99725	-100.00186	2100000	4.9591065e-09	1.0411266e-06	-0.0039030395	-6.987989e-08	0.33796173	0.008580958	0.111	79.0	16281.80479812622
210	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00011	0.0008756284	-99.99799	-100.00214	2110000	-6.6757204e-09	7.87626e-07	-0.0028497854	-2.451742e-08	0.34368673	0.008854628	0.0648	79.0	16359.607504844666
211	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99997	0.001028353	-99.99687	-100.00191	2120000	9.918213e-09	1.0627754e-06	-0.0036463884	0.00030931027	0.3143701	0.006184201	0.0256	79.0	16437.443826913834
212	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.02176	0.0008455802	-100.02024	-100.023544	2130000	-2.161026e-07	0.00043978886	-0.0035187262	-0.00042842334	0.31667036	0.015084649	0.0767	77.0	16515.17932343483
213	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00148	0.00073429645	-99.99934	-100.00339	2140000	2.7275085e-08	2.5736692e-06	-0.0025065895	3.6576846e-06	0.40815693	0.007262891	0.0557	79.0	16592.958608865738
214	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00269	0.00036231757	-100.001915	-100.004715	2150000	6.484986e-08	6.7339233e-06	-0.0019139635	-6.0528555e-06	0.43419027	0.0191344	0.2532	4.0	16668.727447509766
215	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00051	0.00070256076	-99.99949	-100.00242	2160000	-1.7166137e-09	7.445168e-07	-0.0013994531	2.5522759e-05	0.42964396	0.015422778	0.1596	79.0	16747.239789009094
216	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00644	0.0005598198	-100.00559	-100.00831	2170000	3.271103e-08	3.8639857e-05	-0.0011147645	-3.662949e-05	0.45213038	0.008101017	0.1047	79.0	16825.69971013069
217	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99984	0.0007548375	-99.99875	-100.00163	2180000	4.7683715e-09	6.0848294e-07	-0.0009637524	-2.4919302e-08	0.43013754	0.0032393145	0.003	79.0	16903.915093898773
218	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99995	0.00073805446	-99.99893	-100.001724	2190000	-3.0517577e-09	5.5651276e-07	0.0019829958	6.24167e-05	0.42297462	0.015169586	0.3427	62.0	16981.8408703804
219	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.00993	0.00042878994	-100.00903	-100.01179	2200000	-3.7384032e-07	9.137944e-05	-0.0022769712	-8.835732e-05	0.4233796	0.012141464	0.1302	79.0	17060.18980693817
220	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99985	0.0007802327	-99.998856	-100.00165	2210000	1.0490417e-08	6.1548184e-07	-0.0030750532	-2.2452696e-08	0.38974938	0.01617643	0.1054	35.0	17137.077883720398
221	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99999	0.00070202135	-99.99907	-100.00179	2220000	-1.449585e-08	5.048481e-07	-0.0025427232	0.00015328272	0.41828716	0.015270221	0.0755	64.0	17215.2793507576
222	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999214	0.00047403856	-99.99844	-100.00107	2230000	4.6634675e-08	7.969453e-07	-0.0027127273	-3.0968653e-07	0.44219497	0.008799587	0.0328	79.0	17293.700838804245
223	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.99947	0.0004193916	-99.99873	-100.00134	2240000	-1.7428398e-08	4.268521e-07	-0.0011288743	-2.435034e-07	0.40396476	0.0043949815	0.0546	79.0	17372.2407207489
224	-2000.0	0.0	-2000.0	-2000.0	2000.0	-99.999916	0.00025529033	-99.99938	-100.00176	2250000	1.5258789e-09	7.967479e-08	-0.003129935	3.1611482e-05	0.37296644	0.02065313	0.2147	5.0	17448.60638141632
225	-2000.0	0.0	-2000.0	-2000.0	2000.0	-100.004974	0.0007051953	-100.0039	-100.006775	2260000	1.8749238e-07	2.36817e-05	-0.0016554566	-1.976703e-05	0.34380198	0.0020676604	0.011	79.0	17526.76955795288
